大类,子类关键词,景点ID,名称,评分,评论数,区域,城市,地址,分类,等级,特色,标签,门票说明,是否免费,图片链接,详情链接,纬度,经度
励志拓展型,大学,123867310,长春师范大学体育馆,0.0,0,长春师范大学商圈,长春,长春 · 长春师范大学商圈,,,,场馆展馆,,否,https://dimg04.c-ctrip.com/images/0104j120008qfv1td76FE.jpg,https://you.ctrip.com/sight/changchun216/123867310.html?scene=onlinesearch,43.92188,125.401432
励志拓展型,大学,69100709,东北师范大学体育馆,0.0,0,长春动植物公园/东北师范大学,长春,长春 · 长春动植物公园/东北师范大学,,,,场馆展馆,免费,是,https://dimg04.c-ctrip.com/images/10061700000110fva121F.jpg,https://you.ctrip.com/sight/changchun216/5603383.html?scene=onlinesearch,43.866089,125.333375
励志拓展型,大学,79864755,吉林大学-鼎新图书馆,0.0,0,吉林大学前卫南区/硅谷大街,长春,长春 · 吉林大学前卫南区/硅谷大街,,,,,,否,https://dimg04.c-ctrip.com/images/0HJ5p12000g2vor0uCC66.jpg,https://you.ctrip.com/sight/changchun216/79864755.html?scene=onlinesearch,43.831415,125.27599
励志拓展型,大学,80059516,吉林大学(新民校区)-体育馆,0.0,0,吉大一院商圈,长春,长春 · 吉大一院商圈,,,,场馆展馆,,否,https://dimg04.c-ctrip.com/images/0102g12000bkmpuzm86EE.jpg,https://you.ctrip.com/sight/changchun216/80059516.html?scene=onlinesearch,43.880967,125.317099
励志拓展型,大学,145527469,延边大学(珲春校区)-润泽图书馆,0.0,0,,珲春,珲春,,,,,,否,https://dimg04.c-ctrip.com/images/0HJ2q12000g6p6qmy5C71.jpg,https://you.ctrip.com/sight/hunchun2461/145527469.html?scene=onlinesearch,42.907444,130.435073
励志拓展型,大学,145716391,延边大学(珲春校区)-体育场,0.0,0,,珲春,珲春,,,,,,否,https://dimg04.c-ctrip.com/images/0HJ1k12000g8yu61lDAA0.jpg,https://you.ctrip.com/sight/hunchun2461/145716391.html?scene=onlinesearch,42.906426,130.439673
励志拓展型,大学,145402094,吉林大学四十周年校庆纪念碑,0.0,0,人民广场/万象城,长春,长春 · 人民广场/万象城,,,,,,否,https://dimg04.c-ctrip.com/images/0HJ1u12000g2v2bvq834A.jpg,https://you.ctrip.com/sight/changchun216/145402094.html?scene=onlinesearch,43.886325,125.328184
励志拓展型,大学,145729531,长春理工大学(西校区)-体育场,0.0,0,南湖公园商圈,长春,长春 · 南湖公园商圈,,,,,,否,https://dimg04.c-ctrip.com/images/0HJ6r12000g8qorw93F26.jpg,https://you.ctrip.com/sight/changchun216/145729531.html?scene=onlinesearch,43.841413,125.309934
励志拓展型,大学,146127053,长春理工大学(东校区)-塑胶田径场,0.0,0,南湖公园商圈,长春,长春 · 南湖公园商圈,,,,,,否,https://dimg04.c-ctrip.com/images/0HJ5612000g33cbln39F9.jpg,https://you.ctrip.com/sight/changchun216/146127053.html?scene=onlinesearch,43.842236,125.318127
励志拓展型,大学,149633205,谈小娱24h自助台球(长春大学店),0.0,0,卫星广场/高速客运站,长春,长春 · 卫星广场/高速客运站,,,,,,否,https://dimg04.c-ctrip.com/images/0106212000l1w1fre994C.jpg,https://you.ctrip.com/sight/changchun216/149633205.html?scene=onlinesearch,43.837942,125.327762
励志拓展型,大学,148631204,航空大学足球场,0.0,0,卫星广场/高速客运站,长春,长春 · 卫星广场/高速客运站,,,,,,否,https://dimg04.c-ctrip.com/images/0HJ3212000g8y9xdt956A.jpg,https://you.ctrip.com/sight/changchun216/148631204.html?scene=onlinesearch,43.842007,125.328838
励志拓展型,大学,143278999,吉林大学(朝阳校区)图书馆,0.0,0,吉大一院商圈,长春,长春 · 吉大一院商圈,,,,,,否,https://dimg04.c-ctrip.com/images/0HJ6c12000g8yik663FDF.jpg,https://you.ctrip.com/sight/changchun216/143278999.html?scene=onlinesearch,43.889101,125.31631
励志拓展型,大学,143710032,东北师范大学-篮球场,0.0,0,净月大学城/净月潭,长春,长春 · 净月大学城/净月潭,,,,场馆展馆,,否,https://dimg04.c-ctrip.com/images/0103112000dgiqpu5247A.jpg,https://you.ctrip.com/sight/changchun216/143710032.html?scene=onlinesearch,43.829813,125.429509
励志拓展型,大学,144113279,吉林大学前卫校区南区计算机基础实验教学中心-图书馆,0.0,0,吉林大学前卫南区/硅谷大街,长春,长春 · 吉林大学前卫南区/硅谷大街,,,,,,否,https://dimg04.c-ctrip.com/images/0HJ6a12000g6ebal79C92.jpg,https://you.ctrip.com/sight/changchun216/144113279.html?scene=onlinesearch,43.828856,125.286855
励志拓展型,大学,144114121,东北师范大学附属中学-图书馆,0.0,0,南湖公园商圈,长春,长春 · 南湖公园商圈,,,,,,否,https://dimg04.c-ctrip.com/images/0HJ0212000g62wsc00A94.jpg,https://you.ctrip.com/sight/changchun216/144114121.html?scene=onlinesearch,43.868869,125.321822
励志拓展型,大学,145144798,吉林建筑大学图书馆,0.0,0,净月大学城/净月潭,长春,长春 · 净月大学城/净月潭,,,,,,否,https://dimg04.c-ctrip.com/images/0HJ2j12000g8pcrcl2223.jpg,https://you.ctrip.com/sight/changchun216/145144798.html?scene=onlinesearch,43.801741,125.411947
励志拓展型,大学,145189816,凰庭国际体育中心·游泳健身馆(理工大学店),0.0,0,卫星广场/高速客运站,长春,长春 · 卫星广场/高速客运站,,,,,,否,https://dimg04.c-ctrip.com/images/0HJ2i12000g66aea2B12F.jpg,https://you.ctrip.com/sight/changchun216/145189816.html?scene=onlinesearch,43.836848,125.321589
励志拓展型,大学,145393429,吉林大学前卫南区鼎新南广场,0.0,0,吉林大学前卫南区/硅谷大街,长春,长春 · 吉林大学前卫南区/硅谷大街,,,,,,否,https://dimg04.c-ctrip.com/images/0HJ2n12000g76iquoEDFC.jpg,https://you.ctrip.com/sight/changchun216/145393429.html?scene=onlinesearch,43.829599,125.276204
励志拓展型,大学,145467115,吉林外国语大学-小广场,0.0,0,净月大学城/净月潭,长春,长春 · 净月大学城/净月潭,,,,,,否,https://dimg04.c-ctrip.com/images/0HJ0l12000g8ux0w65779.jpg,https://you.ctrip.com/sight/changchun216/145467115.html?scene=onlinesearch,43.828263,125.454304
励志拓展型,大学,145476859,吉林外国语大学-图书馆总服务台,0.0,0,净月大学城/净月潭,长春,长春 · 净月大学城/净月潭,,,,,,否,https://dimg04.c-ctrip.com/images/0HJ0912000g36lziuC1FD.jpg,https://you.ctrip.com/sight/changchun216/145476859.html?scene=onlinesearch,43.826862,125.453625
励志拓展型,大学,145653551,吉林大学南湖校区-体育馆,0.0,0,南湖公园商圈,长春,长春 · 南湖公园商圈,,,,,,否,https://dimg04.c-ctrip.com/images/0HJ0l12000g8fz8o4B81B.jpg,https://you.ctrip.com/sight/changchun216/145653551.html?scene=onlinesearch,43.854304,125.30061
励志拓展型,大学,145679540,吉林大学前卫校区南区体育馆,0.0,0,吉林大学前卫南区/硅谷大街,长春,长春 · 吉林大学前卫南区/硅谷大街,,,,,,否,https://dimg04.c-ctrip.com/images/0HJ1512000g2ulpgoCC37.jpg,https://you.ctrip.com/sight/changchun216/145679540.html?scene=onlinesearch,43.827679,125.284858
励志拓展型,大学,145702504,吉林大学前卫校区南区-湖畔篮球场,0.0,0,吉林大学前卫南区/硅谷大街,长春,长春 · 吉林大学前卫南区/硅谷大街,,,,,,否,https://dimg04.c-ctrip.com/images/0106e12000fdfhjo44F99.jpg,https://you.ctrip.com/sight/changchun216/145702504.html?scene=onlinesearch,43.827902,125.279618
励志拓展型,大学,146102783,瑞仕桌球俱乐部(净月大学城店),0.0,0,净月大学城/净月潭,长春,长春 · 净月大学城/净月潭,,,,,,否,https://dimg04.c-ctrip.com/images/0HJ6612000g93ishnA239.jpg,https://you.ctrip.com/sight/changchun216/146102783.html?scene=onlinesearch,43.830691,125.422341
