大类,子类关键词,景点ID,名称,评分,评论数,区域,城市,地址,分类,等级,特色,标签,门票说明,是否免费,图片链接,详情链接,纬度,经度
知识科普型,博物馆,79042549,黄山区博物馆,5.0,1,黄山区北大门,黄山,黄山 · 黄山区北大门,,,,"博物馆, 博物馆&展馆",,否,https://dimg04.c-ctrip.com/images/0HJ4t12000g2w6s7r65D0.jpg,https://you.ctrip.com/sight/huangshan120061/5701025.html?scene=onlinesearch,30.302048,118.148133
知识科普型,博物馆,79437043,迎驾酒文化博物馆,3.6,5,,霍山,霍山,,,,"博物馆, 博物馆&展馆",,否,https://dimg04.c-ctrip.com/images/01A03120008wbrzq3F7EE.jpg,https://you.ctrip.com/sight/huoshan2609/5703358.html?scene=onlinesearch,31.358219,116.270698
知识科普型,博物馆,52257668,皖江文化博物馆,3.7,3,奥体中心/天鹅湖,合肥,合肥 · 奥体中心/天鹅湖,,,,"博物馆, 博物馆&展馆",,否,https://dimg04.c-ctrip.com/images/0106812000fq9c7r52B31.jpg,https://you.ctrip.com/sight/hefei196/4677243.html?scene=onlinesearch,31.790654,117.223061
知识科普型,博物馆,38456665,广德博物馆,4.5,2,,广德,广德,,,,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/0104312000cvd0rsy44E0.jpg,https://you.ctrip.com/sight/guangde2631/2646226.html?scene=onlinesearch,30.878658,119.427575
知识科普型,博物馆,39655341,华夏丝绸博物馆,0.0,0,,阜阳,阜阳,,,,"博物馆, 博物馆&展馆",,否,https://dimg04.c-ctrip.com/images/0100212000ax6u0owA3FA.jpg,https://you.ctrip.com/sight/fuyang361/3833502.html?scene=onlinesearch,32.868903,115.849746
知识科普型,博物馆,79436984,怀远县博物馆,4.0,2,,怀远,怀远,,,,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/0104e12000c5qgl5tFCFF.jpg,https://you.ctrip.com/sight/huaiyuan1445970/5703323.html?scene=onlinesearch,32.958272,117.203108
知识科普型,博物馆,79438401,安徽省古文化博物馆,2.5,2,安庆市中心,安庆,安庆 · 安庆市中心,,,,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/0101l12000bp2zm4w9CB4.jpg,https://you.ctrip.com/sight/anqing179/5704782.html?scene=onlinesearch,30.506708,117.059917
知识科普型,博物馆,71564435,五河县星空失恋博物馆,5.0,3,,五河,五河,,,,"特色展馆, 博物馆&展馆",,否,https://dimg04.c-ctrip.com/images/0105b120008wxs5j35DEC.jpg,https://you.ctrip.com/sight/wuhe2607/5648382.html?scene=onlinesearch,33.149299,117.892887
知识科普型,博物馆,144562445,汴河博物馆,0.0,0,,宿州,宿州,,,,博物馆&展馆,免费,是,https://dimg04.c-ctrip.com/images/1me5o12000d2cmq4o2B36.jpg,https://you.ctrip.com/sight/suzhou672/144562445.html?scene=onlinesearch,33.671483,116.959893
知识科普型,博物馆,88130,大别山国家地质公园博物馆,4.3,11,,金寨,金寨,,,,"博物馆, 博物馆&展馆",,否,https://dimg04.c-ctrip.com/images/0103j12000b7slcqd78E0.jpg,https://you.ctrip.com/sight/jinzhai2623/65814.html?scene=onlinesearch,31.174897,115.78186
知识科普型,博物馆,83538839,李白墓园博物馆,0.0,0,,当涂,当涂,,,,"博物馆, 博物馆&展馆",,否,https://dimg04.c-ctrip.com/images/0105m12000ccldoyn6A81.jpg,https://you.ctrip.com/sight/dangtu1445969/83538839.html?scene=onlinesearch,31.49653,118.525581
知识科普型,博物馆,79436971,黄山奇石博物馆,0.0,0,黄山区北大门,黄山,黄山 · 黄山区北大门,,,,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/0103q1200095zit9528B9.png,https://you.ctrip.com/sight/huangshan120061/5703355.html?scene=onlinesearch,30.292436,118.125216
知识科普型,博物馆,79042548,祁门县博物馆,5.0,1,,祁门,祁门,,,,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/0101j12000c6lhjsn8BEC.jpg,https://you.ctrip.com/sight/qimen2610/5701016.html?scene=onlinesearch,29.855662,117.720403
知识科普型,博物馆,33212772,绩溪许氏博物馆,5.0,4,,绩溪,绩溪,,,民间文化艺术博物馆,"博物馆, 博物馆&展馆",,否,https://dimg04.c-ctrip.com/images/0104t120008s7kufy8724.jpg,https://you.ctrip.com/sight/jixi2627/2476514.html?scene=onlinesearch,30.062987,118.56472
